kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla As Sholihin,Jl. Tanjung Barat Rt. 002/04,Drs. Mano,Hak Milik, ,85,150,200,"TPA, Mad."
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla Bayatul Islamiyah,Jl. Tanjung Barat Rt. 011/02,Abdullah,Hak Milik, ,80,100,150, 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla Hayatul Iman,Jl. Tanjung Barat Gg. 100 Rt. 009/01,M. Nawi,Hak Milik, ,60,86,100,"RM, Mad."
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla Nur Ilahi,Jl. Tanjung Barat Lebak Sari Rt. 010/05,H. Musa, , , , , , 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla Nurul Hidayah,Jl. Tanjung Barat Rt. 004/01,H. Hamzah,Hak Milik, ,70,140,170, 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla Nurul Huda,Jl. Muara Rt. 010/03, ,Wakaf, ,50,175,200,RM
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla Nurul Ikhsan,Jl. Tanjung Barat Rt. 009/02,Abd. Hamid, , , , , , 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Musholla Nurul Iman,Jl. Tanjung Barat Rt. 002/06,H. Husin,Hak Milik, ,80,200,250, 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Nurus Sa'adah,Jl. Tanjung Barat Rt. 010/02,Muhammad, , , , , , 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Gereja Advent,Jl. Pol. Tangan Rt. 013/04, , , , , , , 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Gereja HKBP,Jl. Pol. Tangan Rt. 002/03, , , , , , , 
Jakarta Selatan,Jagakarsa,Tanjung Barat,Gereja Pasundan,"Jl. Tanjung Barat Rt, 005/05", , , , , , , 
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al-Barkah,Jl. Ciganjur/gg H.Jaba RT.05/01 Telp. 7870027,,Wakaf,1973,350,200,250,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al-Ikhlas,Jl.Damong Rt.007/01 No.41,,Hak Guna,1985,1000,500,1000,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al-Inayah,Jl. Family Rt.008/02  Telp. 7864839,,Wakaf,1989,800,300,1901,MT
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al-Maghfiroh,Jl. RM. Kajfi I Gg. Kramat,,Hak Milik, ,450,200,350,RM
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al-Ma'mur,Jl.Brigif Raya RT.012/06 Ciganjur,,Wakaf,1939,1000,800,200,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al- Muawanah,Jl.RM Kahfi Gg Amsar RT.05/04 No.25,,Hak Milik,1992,600,400,440,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al-Muhajirin,Jl. TM Komp.DKI RT.002/06,,Hak Milik, ,1000,600,500,RM
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Al-Mukhlisin,Jl. Aselih RT.011/01 No.2 B,,Hak Milik,1996,300,600,2000,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Jami Asyakirin,Jl. RM. Kahfi I Rt. 006/01 No.5,,Wakaf,1991,200,300,335,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Nurul Ikhsan,Jl. RM. Kahfi II Gg. Mesjid Nurul Ihsan Rt. 003/03,,Wakaf, ,350,200,200,"RM, TPA"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Nurul Iman,Jl. Radio RT.004/05,,Wakaf,1974,500,144,1000,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Ruhul jihad,Jl. Fgudang Baru RT.008/05,,Hak Milik,1978,650,500,1000,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Nurul Hidayah,Jl. Jambu II RT.003/02 No.28,,,,,,,
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Mahalil Gupron,Jl. Warung Sila RT.002/04 No.5,,,,,,,
Jakarta Selatan,Jagakarsa,Cipedak,Masjid Darussalam,Jl. Persahabatan raya RT.11/04 No.03,,,,,,,
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Gufron,Jl. Wr. Silah Rt. 002/04 Telp. 7871915,"HM. Ali, H. Mursali",Wakaf,1993,150,100,150,MT
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Hidayah,Jl. RM. Kahfi I Gg. Asem Rt. 008/04,H. Saidi Ali,Wakaf,1975,200,158,200, 
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Ikhlas,Rt. 003/05,Naimun, ,1986,200,100,150,MT
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Islam,Jl. Aselih Rt. 012/01 Telp. 7870118,"Drs. Darmata , M. Ilyas. H",Wakaf,2000,250,200,300,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Istikhoroh,Jl. RM. Kahfi I Rt. 007/03,"Zayadih, H. Abd. Salam", ,1985,100,250,300, 
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Istiqomah,Jl. RM. Kahfi I Gg. Swadaya Rt. 009/01,Bp. Sariih HM,Wakaf,1982,300,180,200,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Istiqomah,Jl. Timbul Isap DKI Rt. 010/03,Yusuf, ,1960,240,175,200,MT
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Ijtihad,Jl. RM. Kahfi I Gg. Panjang No. 36 Rt. 006/04 ,Jaenudin HS,Wakaf,1950,200,200,200,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Khoiriyah,Jl. M. Kahfi I Gg. Pinang Rt. 002/01,Ust. Romelin HM,Wakaf,1950,200,200,210,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Makbulin,Jl .Wr. Silah Gg. Persahabatan No. 16 Rt. 001/04 Telp. 7872227,HM. Yunus,Hak Milik,1984,200,100,150,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Tauhid,Jl. Aselih Poncol No. 80 Rt. 010/01 Telp. 78882749,Ust. Mawardi,Wakaf,1980,200,100,130,MT
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Al-Wiqoyah,Jl. RM. Kahfi I Gg. Raisan Rt. 003/01,H. Tabrani,Wakaf,1973,250,150,301,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Ar-Ridho,Jl. RM. Kahfi I Rt. 009/02,Nasrudin,Wakaf,1986,200,100,150,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Ar-Riyadutta Taqwa,Jl. RM. Kahfi I Gg. Palem Rt. 001/02 Telp. 78881807,Djumangin/Jumain,Wakaf,1980,100,100,200, 
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Baiturrasidin,Jl. Timbun III Rt. 008/04 Telp. 78887771,H. Saimin,Hak Guna,1985,280,100,200,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Darul Muttaqin,Jl. RM. Kahfi I Rt. 008/06 No. 3 telp. 78885156,H. Yusuf,Wakaf,1980,350,152,152,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Darussa'adah,Jl. RM. Kahfi I Gg. Sawo Rt. 004/01,KH. Abd. Rasyid, ,1980,300,270,330,"TPA, MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Darussalam,Jl .Wr. Silah Gg. Persahabatan Rt. 001/04,"H. Godzin, H. Matzen",Wakaf,1962,150,200,250, 
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Roudotul Zannah,Jl. Timbul IIIB Rt. 008/04 No. 23 Telp. 78890444,Mahmud,Wakaf,2000,250,220,230,"TPA, MT"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Nurul Hidayah,Jl. RM. Kahfi I Gg. Damai 74 Rt. 009/04,H. Samin,Wakaf,1978,100,150,200,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Nurul Hidayah,Jl. RM. Kahfi I,Roih Supriyadi,Wakaf,1972,100,150,200,MT
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Nurul Huda,Jl. Aselih Poncol Rt. 011/01,Muhammad,Wakaf,1960,300,180,200,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Nurul Khasanah,Jl. Timbul Rt. 007/04,H. Munasar,Hak Milik,1982,290,150,200,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Nurul Rohmah,Jl. Warung Silah Rt. 003/04,H. Marullah,Wakaf,1980,80,90,120, 
Jakarta Selatan,Jagakarsa,Cipedak,Musholla Roudatul Sannah,Jl. RM. Kahfi Rt. 002/.02,Bp. Nalim, ,1980,200,100,154,"MT, RM"
Jakarta Selatan,Jagakarsa,Cipedak,Gereja HKBP,Rt. 004/03, , ,1982, , , , 
Jakarta Selatan,Jagakarsa,Cipedak,Gereja Folik,Rt. 001/19, , ,1985, , , , 
Jakarta Selatan,Jagakarsa,Cipedak,Gereja Vinetius,Rt. 001/06, , ,1960, , , , 
Jakarta Selatan,Jagakarsa,Cipedak,Pure,Rt. 001/019, , ,1991, , , , 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Jami'al-Awwabin,Jl. Asr.Polsek Psr Minggu,Hm. Bajuri,Hak Milik,1965,800,200,215, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Al-Azhar,Jl. Mujair I Rt. 003/007,H. Muh. Ali,Hak Milik,1968,1500,800,2160, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Jami'al-Falah,Jl. Aup Barat Rt. 03/10,H.A. Chalid Ar,Hak Milik,1970,1300,700,1890, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Al-Falah,Jl. Sennong Rt. 006/02,H. Abas,Hak Milik,1990,300,450,540, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Jami' Al Furqan ,Jl. Raya Ragunan Rt. 003/01,Drs. H. Ramli ,Negara,1982,200,96,1500, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Al-Hidayah,Jl. Ragunan Rt. 011/02,Syamsudin,Negara,1985,1450,700,750, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Al-Ikhlas,Jl. Komp. Depkes,H. Abd. Mursyid,Pemerintah,1985,700,400,1000, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Al-Istiqomah,Jl. Humaidi Rawa Bambu NO. 22  RT. 002/07 ,H. Mahmud,Hak Milik,1993,600,300,510, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Al-Muslimin,Jl. Komp. AL Rt. 005/08,H. Iskandar,Pemerintah,1970,800,600,1850, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Baitul Salam,Jl. Komp. Palapa Rt. 011/05,HM. Busro,Hak Milik,1985,2000,1000,650, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Baitur Rahman,Jl. Komp. Lajagung,M. Yusuf Ali,Negara,1984,600,300,700, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Dzakatul Abror,Jl. Komp. Batam Rt. 005/07,Abu Bakar,Hak Milik,1982,1500,900,2000, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Nurul Amal,Jl. Perum BI Rt. 003/06,H. Emud. A,Negara,1972,900,400,350, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Nurul Falah,Jl. Komp. AU Rt. 001/09,TR. Hasyim,Negara,1987,1400,100,2000, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Nurul Islam,Jl. H. Abd. Halim,H. Abd. Halim,Negara,1970,900,400,1000, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Nurul Jannah,Rt. 007/01,H. Abd. Hoik,Hak Milik,1992,280,120,96, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid STM Bunda Kandung,Ghozali,Jl. Palapa Raya No. 3 Rt. 015/05,,,,,,
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Masjid Nurul Iman ,Sugeng Wuryanto,Jl. A. Rawa Bambu I Rt.10/06,,,,,,
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla At Taqwa,Jl. Gurame Rt 002/07,H. Ismail,Hak Milik,1984, ,80,80, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al Barokah,Jl. Rajawali No. 1 Rt. 003/02,H. Nurdi Usman,Hak Milik,1986, ,80,100, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al-Falah,Jl. PS. Minggu Rt. 014/08,Mualim,Hak Milik,1970, ,80,40, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al-Ghozali,Jl. PS. Minggu Rt. 001/04,Ust. Usman,Hak Milik,1980, ,100,100, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al-Hidayah,Jl. PS. Minggu Rt. 006/10,Ali. S,Hak Milik,1991, ,80,90, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al-Ikhlas,Jl. PS. Minggu Rt. 009/01,Achmad Kurniawan ,Hak Milik,30294, ,90,90, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al-Istiqomah,Jl. PS. Minggu Rt. 002/04,H. Seni,Hak Milik,1999, ,100,180, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al-Muawanah,Jl. PS. Minggu Rt. 002/04,Ibu Salim,Hak Milik,1993, ,70,70, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Al-Munawarah,Jl. PS. Minggu Rt. 002/04,Ghozali,Hak Milik,1979, , , , 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Daarurrahman,Jl. Asem Rt. 010/02,Dwi Heni Haryanto,Hak Milik,1993, ,90,93, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Mujahidin Sidi,Jl. PS. Minggu Rt. 002/08,Kamarullah,Hak Milik,1991, ,90,95, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Nurul Iman,Jl. Rajawali Rt. 007/01,"Ustd. Chairulloh S.Ag
",Hak Milik,1993, ,80,80, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Nurul Islam,Jl. PS. Minggu Rt. 007/06,Basirun,Hak Milik,1987, ,90,100, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Musholla Taman Iskandar,Jl. PS. Minggu Rt. 002/01,Abu Bakar,Hak Milik,1973, ,90,93, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Gereja Eben Haezer,Jl. Palapa Raya 5 Rt. 015/05,Pdt. Rudy Ariyanto,Hak Milik, , , , , 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Gereja Katolik Keluarga Kudus,Jl. Pertanian Iii No. 26 Rt.14/05,Albertus Ary Dianto Pr,Hak Milik, , , ,120, 
Jakarta Selatan,Pasar Minggu,Pasar Minggu,Gereja Protestan Di Indonesia Bag. Barat (GPIB),Jl. Aup No. 10 Rt. 12/05,Pdt. Ny. Olga Lumban Tobing A,Hak Milik,1982,1000, ,300, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al-Fajri,Jl. Masjid Al Fajri Rt.018/01,KH. Abdul Hamid Husein,Hak Milik,1993,4500,2254,5456, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al-Hidayah,Jl. Pejaten Raya Rt.007/07,M.Izzi H. Abd. Azis,Hak Milik,1990,2500,1115,3011, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al-Ikhlas,Jl. Amil Rt. 003/04,H. Kurnain,Hak Milik,1992,190,1000,270, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Istiqomah,Jl. Pejaten Barat II Rt. 003/08,H. Rahmat HS,Hak Milik,1993,3100,1600,4320, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al Muttaqin,Jl. Siaga l Rt.010/05,Harmain,Hak Milik,1972,950,500,1350, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid At-Taqwa,Jl. Raya Pasar Minggu Rt.02/05,H. A.Syakur Hansa MA,Hak Milik,1990,2400,2254,3356, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Darun Nain,Jl. Warga Rt. 012/04,HM.,Hak Milik,1996,1000,400,1050, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Nurul Falah,Jl. Pejaten Raya Rt. 003/05,Drs. Khaludin,Hak Milik,1990,500,500,1350, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Nurul Badar,KL. H. Noor Rt.006/01,KH. Ahmad Dimyati Toha,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al Furqon,Komp. Polri Pejaten Rt.016/01,Drs. H. Abdul Ghany AbuBakar,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid As Syuhada,Asrama Brimob No.7 Rt.001/02,"R. Sudjadi , NSH",,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Daarun Naim,jJl. Warga No.66 Rt.07/03,IR. H. Karanto,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Nurul Iman,Komp. LAN Rt.008/05,H. Abdul Rachim Amri,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Darul Hasan,Jl. Siaga Raya No.2 Rt.06/05,"Drs. Dadi , Spd",,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Sa'adatud Darain,Jl. Pejaten Raya No.34 Rt.006/06,Drs. H. Rodjudin,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al-Jabbar,Jl. Masjid AlHidayah Rt.003/07,H. M. Haris M. Nur,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al-ittihad,Jl. Condet Pejaten Rt.001/07,H. Bunyamin HS,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Nurul Iman,Komp. LAN Rt.008/05,H. Abdul Rachim Amri,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Darul Hasan,Jl. Siaga Raya No.2 Rt.06/05,"Drs. Dadi , Spd",,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Sa'adatud Darain,Jl. Pejaten Raya No.34 Rt.006/06,Drs. H. Rodjudin,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al-Jabbar,Jl. Masjid AlHidayah Rt.003/07,H. M. Haris M. Nur,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Masjid Al-ittihad,Jl. Condet Pejaten Rt.001/07,H. Bunyamin HS,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Barkah,Jl. Pejaten Barat Rt. 012/08,Alias Rohmani,Hak Milik,1992, ,300,300, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Fahilin,Jl. Pejaten Barat Rt. 008/08,Rahmat,Hak Milik,1993, ,200,200, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Falah,Jl. Pejaten Barat Rt. 014/04,H.M. Nadhom Agus P.,Hak Milik,1993, ,100,100, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Hikmah,Jl. Pejaten Barat Rt. 011/01,M. Zaini,Hak Milik,1992, ,400,400, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Ijtihad,Jl. Pejaten Barat Rt. 001/07,Ashari,Hak Milik,1992, ,247,247, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Jabar,Jl. Pejaten Barat Rt. 003/07,HM. Hiris Nur,Hak Milik,1993, ,450,450, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Mujahidin,Jl. Pejaten Barat Rt. 010/04,H.Sutrisno,Hak Milik,1991, ,50,50, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Ar Rohim,Jl. Pejaten Barat Rt.002/08,Hasan Hm,Hak Milik,1991, ,243,243, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Ar-Rahman,Jl. Pejaten Barat Rt. 005/08,Drs. Idham Kholid,Hak Milik,1993, ,60,60, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla As Suhada,Jl. Pejaten Barat Rt. 001/02,H. Sarwani,Hak Milik,1992, ,200,200, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Asyahid,Jl. Pejaten Barat Rt. 002/01,Drs. H. Hasrul Harun,Hak Milik,1992, ,188,188, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla At Taufiq,Jl. Pejaten Barat Rt. 003/04,H.Abd. Haris Ba,Hak Milik,1991, ,306,306, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Attaufiq,Jl. Pejaten Barat Rt. 014/08,H. Abdullah Fatah,Hak Milik,1996, ,300,300, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Darul Khoir,Jl. Pejaten Barat Rt. 005/05,HA. Salam,Hak Milik,1993, ,125,125, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Jamiatul Juja,Jl. Pejaten Barat Rt. 017/01,H. Chironi,Hak Milik,1986, ,400,400, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Miftahul jannah,Jl. Pejaten Barat Rt. 005/07,"Ahmad Fudloil,Shi",Hak Milik,1992, ,52,50, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Nurul Islam,Jl. Pejaten Barat Rt. 008/01,H. Abd Kodir,Hak Milik,1992, ,300,300, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Raudhatul Jannah,Jl. Pejaten Barat Rt. 012/04,H. Aluwi,Hak Milik,1991, ,200,200, 
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Halimatus Sa'idah,Rt.013/03,H.Moh Nur Hs,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al Huda,Rt.015/03,H.M Yusuf,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Darul Husin,Rt.012/04,Cholid Madusin,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al Barkah,Rt.005/04,H. Syafe'i S.Pd,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al-Ikhlas,Rt.011/04,Drs. H. Djunaedi,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al Mustari,Rt.006/06,H. Mawardi,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Sd 05,Rt.006/06,Hidayat K. S.Pd,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Smk 8,Rt.006/06,Drs. H. Abd Rahman Ma,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Riyadhul Jannah,Rt.003/06,"Enca, S.Pd",,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Sd 08,Rt.003/06,Bambang,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al Iman,Rt.002/06,"Ahmad Mukhlis Asri,S.Ag",,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Darussalam,Rt.008/08,Aselih,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla Al Inayah,Rt.013/08,M. Yusuf,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla An'nur,Rt.015/08,Ust. Sholihin,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Barat,Musholla As Salam,Rt.007/08,H. Yakob Bin Salam,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Al-Barokah,Jl. Pejaten Timur RT. 013/05,H. Hasan Segaf,Hak Milik,1993,1000,1350, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Al-Ikhlas,Jl. Paguyuban Timur RT 003/07,Drs. HM.Amin Nawawi,Hak Milik,1980,450,540, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Al-Ikhlas,Jl. Kp. Jawa RT 010/08,Moh. Robbi,Hak Milik,1988,600,810, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Jami Al-Makmur,Jl. Masjid AlMakmur no.10 RT 003/08,H.Abdul Rauf,Hak Milik,1930,600,810, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Al-Muawanah,Jl. Buntu Rt. 005/03,H. Hasan Yakup,Hak Milik,1993,1000,1350, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid An-Nur,Jl.Angsana I RT 009/05,Ahmad Djais,Hak Milik,1980,400,450, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Ar-Rahman,Jl. Swadaya RT 011/09,Suhaemi A. Yani,Hak Milik,1960,1200,16200, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Assa'adah,Gg. Mesjid Baru Rt. 012/01,Mat Sani,Hak Milik,1973,1000,1000, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Ash-Sholihin,Jl. Damai RT 006/05,Ust.H.Nursasi,Hak Milik,1970,700,945, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid At-Taqwa,Jl. Poltangan II RT 001/010,H.Mudjianto,Hak Milik,1993,8000,1080, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Baitu Rahman,Kop. Bahin Rt. 007/04,Drs. Muatar Sahir,Hak Milik,1989,1000,1350, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Pejaten,Jl. PPN Karet no. 10 RT 010/01,Drs. H. Syamsu Ibrahim,Hak Milik,1980,600,810, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Jami Nurul Huda,Jl. Jaidi RT 007/011 No. 30,Drs. Sabeni,Hak Milik,1957,1000,1350, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Nurul Ihsan,Jl. Kemuning II RT 007/06,H.Fauzi Chaidir,Hak Milik,1965,700,540, , 
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Al-Hidayah,Jl. Empang tiga RT 014/01,H.M. Zain Ali,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Al-Khaeriyah,Jl. Gunuk II RT 05/03,Ust. H. Hasan Yacub,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Asy-Syafaa,Jl. Empang tiga RT 014/01,H. Abdillah,,,,,,
Jakarta Selatan,Pasar Minggu,Pejaten Timur,Masjid Jami Baitul Akbar,Jl. Kesatrian Sukarno Hatta RW 04(Komplek  BIN),Subiantoro,,,,,,
