kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Munwanah,Jl. PLN Duren 3 Rt. 008/01,H. Asmuni,Hak Milik,1982,400,200,300,MT
Jakarta Selatan,Pancoran,Pancoran,Masjid An Najah,Jl. Pancoran Rt. Barat IV C Rt. 014/04,Zaelani,Hak Milik,1950,300,150,150,RM
Jakarta Selatan,Pancoran,Pancoran,Masjid An Najat,Jl. Pancoran Rt. 012/03,H. Ahmad Abd. Hamid,Hak Milik,1958,110,56,140, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Ar Rohman,Jl. Pancoran Buntu I Rt. 004/02,M. Djufri,Wakaf,1950,250,250,350,"TPA, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid At Taqwa,Jl. Pancoran Buntu II,Nusan,Parapan,2002,60,40,50, 
Jakarta Selatan,Pancoran,Pancoran,Masjid At Taufiq,Jl. Ps. Minggu Rt. 001/01,H. Abd. Rosyid,Hak Milik,1982,400,200,397,RM
Jakarta Selatan,Pancoran,Pancoran,Masjid Baitul Muluk,Jl. Rambat VII B no. 70 Rt. 010/06,Imam Zakarsih,Hak Milik,1992,200,100,100,RM
Jakarta Selatan,Pancoran,Pancoran,Masjid Baitul Rohim,Jl. Pancoran Timur II Rt. 007/02,Marudin,Wakaf,1980,380,160,196,MT
Jakarta Selatan,Pancoran,Pancoran,Masjid Baiturrahman,Jl. Pancoran Rt. 005/02,Mujtaba,Hak Milik,1960,200,100,196, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Darul Ali,Jl. Pancoran Rt. 011/03,H. Hilmani,Hak Milik,1982,190,96,140,"MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid Miftahul Jannah,Jl. PLN Duren III Rt. 008/01,Sudarno,Hak Milik,1982,400,200,300, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Nurul Huda,Jl. Pancoran Barat IV Rt. 007/01,M. Zaini Abd. Ghoni,Hak Milik,1986,300,150,200,"MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid Nurul Islam,Jl. Pancoran Barat IX F Rt. 008/03,Ust. Husaini,Wakaf,1972,500,265,265,"TPA, MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid Nurul Yaqin,Jl. Pancoran Barat Rt. 010/06,Imam Zarkasi,Hak Pakai,2001,50,54,200,RM
Jakarta Selatan,Pancoran,Pancoran,Masjid Al-Ma'din,Jl. Pancoran Timur IIA Rt.005/02,Bpk. Pribadi,,,,,,
Jakarta Selatan,Pancoran,Pancoran,Masjid Ar-Rohmah,Jl. Pancoran Buntu Rt.002/02,M. Jufri,,,,,,
Jakarta Selatan,Pancoran,Pancoran,Masjid Al-Falah,Jl. Pancoran Barat IXD Rt.011/04,H. Jie,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Al Attaqwa,Jl. Sigura Gura PLN Duren III,Ir. H. Rosyid,Wakaf,1971,800,500,1000,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Al-Falah,Jl. Pertanian Rt. 006/03,Ali Masyuri,Wakaf,1980,800,500,550,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid An Nur,Jl. Masjid An Nur PLN,H. Mas'ud,Wakaf,1981,1000,600,1000,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Arrohmah,Jl. Taman Makam Pahlawan Rt. 007/07,Ust. Syarifuddin,Wakaf,1960,700,425,850,"MT, RM"
Jakarta Selatan,Pancoran,Duren Tiga,Masjid As Salam,Jl. Kampus STEKPI,OG. Waskodo,Wakaf,1980,600,300,300,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Bairul Arrahman,Jl. Duren III Selatan 7 Rt. 004/02,Abdul Choir,Wakaf,1975,700,700,1000,"TPA, MT, Mad."
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Baitus Salam,Jl. Raya Duren 3,H. Yasmin,Wakaf,1997,2000,1000,1500,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Jami Al Hidayah,Jl. Potlot Gg. H. Riin,H. Abd. Rozak Abidin,Wakaf, , , , ,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Nurul Iman,Jl. Gg. Asem Rt. 001/01,Damanhuri ,Wakaf,1957,600,300,300,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Nurul Islam,Jl. Raya Duren 3 Rt. 004/01,H. Rachmat,Wakaf,1986,500,200,300,MT 
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Jami Islam,Duren Tiga Barat Rt.004/01,Ahmad Sofyan,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Guru Amin,Jl. Pasar Minggu Rt.007/03,H. Anwar,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Baitul Maliki,Mahmud Raya No. 9 Rt.008/04,H. Suwito Abdul M,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Masjid Ahmad Al-Amin,Guru Alip Rt.004/06,Ust. Zuhdi,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Barkah,Jl. Guru Alif Rt. 003/06,H. Moh. Nasif Nur,Wakaf,1955,200,132,215,"MT, RM"
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Barkah,Jl. Minyak I Rt. 004/06,HM. Sanip,Hak Milik,1974,240,116,116,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Hidayah,KH. Mahmud no. 4 Raya Rt. 008/04,M. Yasin,Wakaf, ,300,100,150,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Hidayah,Jl. Duren 3 Rt. 006/02,H. Sarini,Hak Milik,1962,250,200,200,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Hidayah,Jl. Potlot I Rt. 001/03,HA. Rozak,Hak Milik,1957,340,200,400,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Hidayah,Jl. H. Mahmud Rt. 011/07,H. Asmawi,Hak Milik,1964,250,200,225,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Ikhlas SDN 03,Jl. Kali bata Utara,Kepsek,Negara,1991, ,60,60, 
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al Taqwim,Gang X Rt.004/03,H. Abu ,Hak Milik,1955,150,150,205,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al-Hidayah,Jl. Duren III Rt. 005/05,H. Ahmad,Hak Milik,1950,300,150,150,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Al-Hikmah,Jl. Duren 3 Rt. 001/02,H. Bestari H. Nawi,Hak Milik,1959,350,200,200,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Baitul Muttaqin,PLN Duren Tiga RT.006/01,H. Madraya,Hak Milik,1987,250,150,150,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla An Ni'mah,Jl. Timo Rt. 011/03,H. Yaman,Hak Milik,1959,250,200,200,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla At Taqwa,Jl. PLN Duren 3 no. 21 Rt. 007/06,H. Abd. Hamid,Wakaf,1912,150,200,415,RM
Jakarta Selatan,Pancoran,Duren Tiga,Musholla At Taqwa,Jl. Pertani GX Rt. 004/03,H. Abu Churaisah,Hak Milik,1956,380,220,220,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla At Taubah,Jl. Duren III Selatan VIII Rt. 013/02,H. Zaini Mahbub,Wakaf, ,100,120,150,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla At Taubah,Jl. Potlot II Rt. 001/02,H. Abdul Salam,Hak Milik,1962,400,260,260,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Attaqwallah,Jl. Veteran Rt. 006/01,H. Djaelani,Hak Milik,1989,250,150,150,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Nur Sahara,Duren Tiga Barat VI Rt.006/02,H. Munir,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Baitu Rahman,Jl. Gg. Ibrahim Rt. 001/05,Fuad,Hak Milik,1967,300,150,150,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Jamiatul Barkah,Jl. Duren 3 Rt. 002/02,H. Amsar,Hak Milik,1969,350,200,200,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Jannatun Naim,Jl. KH. Mahmud Ujung Rt. 003/04,H. Zakri Nasin ,Wakaf, ,150,140,140,"TPA, MT"
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Nurul Huda,Gg. Langgar Rt.007/04,M. Soleh,Hak Milik,1960,210,150,150,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Nurul Islam,Jl. Duren III Rt. 004/01,H. Leman,Hak Milik,1962,480,240,300,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Syahru Islam ,Mampang Prapatan XVIII RT.008/05,H. Saleh,Hak Milik,1957,500,280,280,MT
Jakarta Selatan,Pancoran,Duren Tiga,Musholla As-Sholihin,Mahmud Raya Rt.001/04,Rohmani,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Musholla A. Riski,Mampang Prapatan XVI Rt.001/05,H.M. Sohe,,,,,,
Jakarta Selatan,Pancoran,Duren Tiga,Musholla Nur Hasanah,Guru Alip RT.005/06,Lurah Duren Tiga,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Masjid Al-Huda,Jl. Kali Bata selatan Rt. 001/03,Ust. H. Ahmad Sanusi, ,1970,1500,500,515,MT
Jakarta Selatan,Pancoran,Kalibata,Masjid Al-Khairiyah,Jl. H. Samali No. 31 Rt. 004/04,M. Amien H. Rosyid,Hak Milik,1990,500,250,250,"MT, TPA"
Jakarta Selatan,Pancoran,Kalibata,Masjid Al-Mujahidin,Jl. Kali bata Utara II Rt. 014/02,HM. Noor sarbini, ,1960,2000,1000,1972,MT
Jakarta Selatan,Pancoran,Kalibata,Masjid Al-Muttaqin,Jl. Kalibata Timur Rt.009/08,H. Ahmad Baidawi,Hak Milik,1960,1000,500,500,"MT, TPA"
Jakarta Selatan,Pancoran,Kalibata,Masjid As Salafiyah,Jl. Warung Jati Raya Rt. 004/05,KH. Mahfudz Thoyib, ,1912,2000,1500,2060,MT
Jakarta Selatan,Pancoran,Kalibata,Masjid At Ta'lim,Jl. Kalibata Timur II Rt.005/08,H. Sanwani, ,1971,1000,256,256,MT
Jakarta Selatan,Pancoran,Kalibata,Masjid At Taqwa,Jl. Kali Bata Tengah Rt. 003/06,H. Anshori Bariz,Wakaf,1983,2000,830,1192,"TPA, MT, RM"
Jakarta Selatan,Pancoran,Kalibata,Masjid Darul Muslimin,Jl. Buncit Raya Pulo Kali Bata Rt. 008/05,Ust. Fauzi Idris,Wakaf,1984,1200,600,1200,TPA
Jakarta Selatan,Pancoran,Kalibata,Masjid Ichwanul Muslimin,Jl. Raya PS. Minggu Rt.002/04,H. Agus Sujianto, , , , , ,MT
Jakarta Selatan,Pancoran,Kalibata,Masjid Jami Al Mujtamin,Jl. Warung Jati Barat Rt. 006/03,"H. Fathulah, H. Nadi",Wakaf,1975,1000,750,840,"TPA, RM"
Jakarta Selatan,Pancoran,Kalibata,Masjid Nasrun Minallah,Jl. Kali Bata Utara Rt. 05/02,"H. Zarkasih, SE", ,1960,1500,700,714,MT
Jakarta Selatan,Pancoran,Kalibata,Masjid Nur Muhammad,Jl. Kalibata Tengah Rt.007/03,H. Achmad M,Wakaf,1984,400,500,1600,"TPA, MT, RM"
Jakarta Selatan,Pancoran,Kalibata,Masjid Ulul Albab,Jl. Kalibata Timur I Rt.002/08,PT. Rekayasa Industri,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Masjid Assafiudin Nur,Jl. Kalibata Timur Rt.007 / 08,H. Amat,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Masjid Nurul Islam,Jl. Kali Bata Timur Rt. 011/10,H. Ma'mun, ,1980,8000,303,730,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Ainul Yaqin,Jl. Gg. M. Ainal Yaqin Rt.010/09,H.M. Nur,Hak Milik,1983,200,100,100,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Barkah,Jl. Kali Bata tengah Rt. 004/03,H. Rozali,Hak Milik,1950,420,200,220,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Hidayah SDN ,Jl. Kali Bata Tengah Rt. 011/02,Kepsek,Negara,1995, ,40,40, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Hijrah,Jl. Kali Bata Timur I Rt. 002/08,H.M. Husin ,Hak Milik,1977,190,95,95,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Huda Polsek,Jl. Buncit Raya Rt. 006/03,Ahyat,Negara,1997, ,30,30, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Ikhlas ,Jl Buncit Raya,Fulan,Negara,1995, ,40,40, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Ikhlas SDN,Jl. Kali Bata Tengah,Kepsek,Negara,1996, ,50,50, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Ikhlas SMPN,Jl. Kali Bata Timur I  ,Kepsek,Negara,1991,100,60,60, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Al Mustaghfirin,Jl. Wr. Buncit Raya Pulo Kali Bata Rt. 001/05,"Abdul Mukti, BA",Wakaf, ,100,180,244,Bazar Hari Raya Islam
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Awwabin,Jl. Kali Bata Utara Rt. 006/07,H. Abd. Azis,Hak Milik,1954,400,200,220, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Hikmah,Jl. Kali Bata Pulo Rt. 013/05,Ust. Drs. Rozali Yusuf,Hak Milik,1982,300,150,217, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Ikhlas,Jl. Kali Bata Rt. 010/07,H. Muchtar N,Hak Milik,1984,380,200,272,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Mukorobin,Jl. Buncit Raya Gg. Mushola Al Mukorobin Rt. 011/09,H Abdurrohim Bin H. Idris,Wakaf,1990,150,170,182,"MT, RM"
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Waqfiyah,Jl. Buncit Raya Pulo Kali Bata no. 63 Rt. 010/05,Ust. Syarifuddin,Wakaf,1988,300,150,200,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla An Nur,Jl. Kali Bata timur Rt. 009/01,DRs. H.M. Wardi Idris,Hak Milik,1980,300,150,150,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla An-Ni'mah,Jl. Kali Bata Utara Rt. 009/02,"H. Abdul Halim, Lc",Hak Milik,1939,240,200,241,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla As Safludin,Jl. Kali Bata Timur Rt. 009/01,Syaifudin,Hak Milik,1935,200,150,150,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Asolihin,Jl. Kali Bata Tengah Rt. 002/03,H. Marulloh ,Hak Milik,1995,150,200,300,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla At Taqwa,Jl. Kali Bata Timur Rt. 001/01,Bunyamin,Negara,1995,50,30,30,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Darul Amin,Jl. Kali Bata Utara Rt. 003/02,H.M. Izi,Hak Milik,1970,280,140,140,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Darul Iman,Jl. Kali Bata Timur Rt. 005/10,Abdul Kharis,Hak Milik,1965,400,220,225,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Jamiatul Qur'an,Jl. Kali Bata Timur Rt. 014/01,HA. Rahman,Hak Milik,1945,280,250,250,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Madinatul Mujtahidin,Jl. Kali Bata Pulo Rt. 006/05,"Ust. H. Muhayat, Lc",Hak Milik,1975,400,200,200,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Nurul Ikhlas,Jl. Kali Bata Pulo Rt. 011/05,Suryadi,Hak Milik,1935,200,200,200,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Nurul Ikhwan,Jl. Kali Bata Utara Rt. 003/07,H. Idris,Hak Milik,1950,200,159,159,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Sa'adatul Ummah,Jl. Kali Bata Tengah Rt. 008/07,H. A. Hamzah,Wakaf, ,80,100,183,Madrasah
Jakarta Selatan,Pancoran,Kalibata,Musholla Sa'adatul Ummah,Jl. Kali Bata Utara Rt. 008/07,HM. Thabir,Hak Milik,1968,150,75,75,MT
Jakarta Selatan,Pancoran,Kalibata,Musholla Shalahul Ummah,Jl. Kali Bata Selatan Rt. 005/04,H.M. Yasin ,Wakaf,1962,150,150,200,RM
Jakarta Selatan,Pancoran,Kalibata,Musholla  TMP Kali Bata,Jl. TMP kali Bata,Ramin,Negara,1997, ,50,50, 
Jakarta Selatan,Pancoran,Kalibata,Musholla Asyfah,Rt.08/01,Sowandi,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Annikmah,Kalibata Selatan Rt.005/04,Ust. Rojali,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Badar,Kalibata Pulo Rt.001/05,M. Ridho,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Ar Rahman,Kalibata Pulo Rt.002/05,Ust. Abdurahman ,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla At-Taubah,Kalibata Pulo Rt.013/05,Ahmad Holil,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Komplek SDN Kalibata 01 Pagi,Jl. Komplek Pomad Rt.019/06,H. Irpandi,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Nurul Ilmi,Jl. Kalibata Timur Rt.010/08,Drs. H. Abas Firdaus ,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Hikmah,Jl. Kalibata Timur Rt.011/08,KH. Muhasan ,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Ikhlas,Jl. Kalibata Timur X Rt. 010/08,Drs. Masroni,,,,,,
Jakarta Selatan,Pancoran,Kalibata,Musholla Al-Hikmah,Jl. H. Samali Ujung Rt.09/09,Maryono,,,,,,
Jakarta Selatan,Pancoran,Kalibata,GPIB Eklesia ( Protestan ),Jl. Kali Bata Timur Rt. 010/08,Pdt. Tiendeas, , , , , ,Kebaktian
Jakarta Selatan,Pancoran,Kalibata,Ksatria Loka,Jl. Kali Bata Tengah Rt. 017/01,IG. Ngurah Winaya, , , , , ,Sembahyang
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Al Muhajirin,Jl TMP Kali Bata no. 17 Rt. 005,Drs. Sumadi ,Hak Pakai,1990,3000,1000,1000, 
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Ar Rahmah,Jl. Rawa Jati Barat I Rt. 004 /04,H. Ahmad Fachruddin,Wakaf,1997,500,200,380,RM
Jakarta Selatan,Pancoran,Rawa Jati,Masjid At Taubah,Jl. Rawa Jati Timur II Rt. 003/08,"H. Khoiruddin Zen, BA",Wakaf,1970,3000,1500,2000,"TPA, MT "
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Bangun Iman,Jl. TMP Kali bata Kantor DDN,H.S. Subarkah , ,1998,300,318,350,MT 
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Hisbulwaton,Jl. Belakang Komp. Zeni AD Rt. 005/03,Salmin Suryadi ,Hak Pakai,1996,500,150,150, 
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Nurul Amalia,Jl. Rawa Jati Barat III Rt. 008/04,M. Napis,Wakaf,1991,500,200,200,RM
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Nurul Amin,Jl. Wisma DPR RI Blok F Rt. 005,Drs. Al Muzamil Yusuf,Negara, ,120,125, ,"TPA, MT, Mad, RM"
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Nurul Hilal,Jl. Kali Bata Raya Rt. 002/07,"H. Zakaria, A. Rahman",Wakaf,1995,300,250,250,RM
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Rahmatu Sholihin,Jl. Madrasah no. 94 Rt. 006/01,Ast. A. Asyari Zakaria,Wakaf,1983,600,240,240,"MT, RM"
Jakarta Selatan,Pancoran,Rawa Jati,Masjid S.Parman,Jl. TMP Kali Bata Komp. B IA,Kolonel Margiono, ,1998,600,300,500, 
Jakarta Selatan,Pancoran,Rawa Jati,Masjid Shalahudin,Jl. TMP Kali Bata Komp. Pajak Kali Bata,Drs. Burhan ,Hak Pakai,1996,500,861, , 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Barokah,Jl. Rawa Jati Timur Rt. 009/01,H. Mudjiono,Hak Milik,1979,280,150,200, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Fitrah,Jl. Rawa Jati Barat Rt. 004/04,Abd. Rosyid,Hak Milik,2000,60,50,50,MT 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Hidayah,Jl. Rawa Jati Barat ,Effendi,Negara,1996,40,30,30, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Hikmah,Jl. Komp. Zeni Rt. 003/03,Ust. Djuhana,Hak Milik,1976,206,150,150, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Ikhlas,Gg. Pelangi Rt.010/01,Jiarta,Hak Milik,1950,95,50,50, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Khairiyah,Gg. Langgar Rt.001/03,H. Mujahid. H. Muh ,Hak Milik,1930,180,100,200, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Muhajirin,Jl. Kali Bata Raya ,Fulan,Negara,1995,30,20,20, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Munawar,Jl. Rawa Jati Barat Rt. 007/04,Sukit,Hak Milik,1970,95,50,50,RM
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Al Yaqin,Jl. Rawa Jati Barat Rt. 009/04,Syaeful Mizan,Hak Milik, ,60,30,30,"TPA, LainLain"
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Ar Rahman SDN,Jl. Komp. Zeni,"Drs. AB. Sulaiman , MM.PD",Hak Milik,1997,50,40,40, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Darus Sobirin,Jl. Rawa Jati Timur IV. No. 14 Rt.02/08,Suratal,Hak Milik,1980,300,200,300,"TPA, MT"
Jakarta Selatan,Pancoran,Rawa Jati,Musholla At Taqwa,Jl. TMP Kali Bata,Burhanudin,Negara,1992,80,60,60, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Azzaniyah,Jl. Rawa Jati Timur I Rt. 002/02,H. Chaenudin,Hak Milik,1960,280,152,152, 
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Darurrahman,Jl. Binawarga Rt. 006/07,H. Asmawi,Hak Milik,1997,80,70,70,"TPA, MT"
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Darussalam,Jl. Asal Rt. 009/03,M. Husin,Hak Milik,1986,240,260,263,"MT, Pesantren Rhamadan"
Jakarta Selatan,Pancoran,Rawa Jati,Musholla Nurul Qomar,Jl. Rawa Jati Timur III Rt. 006/02,HA. Zein,Wakaf,1986,150,115,115, 
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Istijabah ,Jl. Pangadegan Utara Rt. 003/06,H. Umar,Negara,1984,600,300,300,TPA MT  
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Muttaqin,Jl. Komp. PORLI Rt. 005/03,Drs. Teguh Wiyono,Negara,1984,800,400,500,
Jakarta Selatan,Pancoran,Pengadegan,Masjid An Nur,Jl. Perdatam Raya Rt. 007/08,H. Drs. Moh Syaufli,Negara,1998,1000,600,600,Tpa Mt RM
Jakarta Selatan,Pancoran,Pengadegan,Masjid Baitul Khohir,Jl. Pangadegan Timur Rt. 004/02,H.M. Munjir, ,1974,800,400,409,MT  Lainlain
Jakarta Selatan,Pancoran,Pengadegan,Masjid Fathul Jami,Jl. Pangadegan selatan VII Rt. 007/05 no. 35,HM. Nasir,Wakaf,1930,200,350,352,TPA MT  
Jakarta Selatan,Pancoran,Pengadegan,Masjid Jami Darul Mukhtar,Jl. Pangadegan Timur II Rt. 007/02,Drs. H. Abdillah Manaf,Wakaf,,800,500,678,MT  Lainlain
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Awwabin,Jl. Pangadegan Barat Rt. 009/07,Deni Supri,Hak Milik,1984,150,75,75, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Awwabin,Jl. Pangadegan Barat Rt. 008/07,H. Munadi,Hak Milik,1996,150,85,85, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Hidayah,Jl. Pangadegan Timur IV Rt. 008/01,Hasan Alim,Wakaf, ,200,85,100,"TPA, MT, Remaja Al Hidayah"
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Husna,Jl. Pangadegan Barat Rt. 005/06,HM. Husin,Hak Milik,1979,150,75,75, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Inabah,Jl. Pangadegan Timur 7/2,KH Hanafi N,Hak Milik,1980,190,100,100, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Kautsar,Jl. Pangadegan Selatan III Rt. 004/04,Alseni Mansur,Hak Guna,1975,100,150, ,"TPA, MT, RM"
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Muhajirin,Jl. Pangadegan Selatan V no. 15 Rt. 004/05,H Abdus Somad,Wakaf,1963,200,120,150,"Mad, RM"
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Mujahidin,Jl. Pangadegan III Rt. 012/02,H Ali Mansyur,Hak Milik,1985,100,60,60, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Ar Ridho,Jl. Pangadegan Selatan Rt. 010/05,H. Abd. Gani,Hak Milik,1989,300,150,152, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid As Sifah SDN,Jl. Pangadegan Timur I,Kepsek,Negara,1998,60,50,50, 
Jakarta Selatan,Pancoran,Pengadegan,Masjid Baitul Huda,Jl. Pangadegan Selatan Raya Rt. 002/04,M. Hasyim ,Wakaf,1982,100,104,126,"TPA, RM"
Jakarta Selatan,Pancoran,Pengadegan,Masjid Darus Saadah,Jl. Pangadegan Timur III no. 4 Rt. 009/02,H zaini H Yahya,Hak Milik,1967,100,100,100,RM
Jakarta Selatan,Pancoran,Pengadegan,Masjid Darut Taubah,Jl. Pangadegan Utara Rt. 004/08,Nurdin Hadi ,Hak Milik,1980,120,60,60, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Miftahul Janah,Jl. Pangadegan Barat 13 no. 47 Rt. 007/07,Thohir,Hak Pakai,2002,75,63, ,TPA
Jakarta Selatan,Pancoran,Pengadegan,Masjid Nurul Huda,Jl. Pangadegan selatan Rt. 002/04,Agus S,Wakaf, ,100, ,170,"TPA, MT"
Jakarta Selatan,Pancoran,Pengadegan,Masjid Nurul Intabah,Jl. Pangadegan Timur Rt. 006/01,H. Amin Abdullah ,Hak Milik,1983,280,200,200, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Teguh Beriman,Jl. Pangadegan Timur Rt. 004/02,H. Hamdani,Hak Milik,1995,50,40,40, MT
Jakarta Selatan,Pancoran,Pengadegan,Masjid Al Amanah,Jl. Pengadegan Rt.008/05,Lurah Pengadegan ,,,,,,
Jakarta Selatan,Pancoran,Pengadegan,Rehobot,Jl. Pengadegan Rt. 003/08,Yulius, , , , , ,Kebaktian
